DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),WindSpeed (m/s),AirTemp (DegC),RH (%),delta PD (mm)
225.875,0,0,0,0.000,1.29,27.3,86.2 ,0
225.9166667,0,0,0,0.000,0.96,27.1,86.9 ,-0.1
225.9583333,0,0,0,0.000,1.39,27.1,87.2 ,0
226,0,0,0,0.000,1.60,27.2,86.7 ,0
226.0416667,0,0,0,0.000,1.65,27.1,85.8 ,-0.1
226.0833333,0,0,0,0.000,0.92,26.8,85.1 ,0.1
226.125,0,0,0,0.000,0.43,25.6,90.7 ,0
226.1666667,0,0,0,0.000,0.45,25.3,92.6 ,-0.1
226.2083333,0,0,0,0.000,0.42,24.8,93.8 ,0
226.25,0,0,1,0.000,0.36,24.3,94.1 ,-0.1
226.2916667,0,0,39,0.000,0.38,24.8,95.0 ,0
226.3333333,0,0,146,0.000,0.53,26.4,95.7 ,0
226.375,0,0,203,0.000,0.82,27.0,91.5 ,0
226.4166667,0,0,304,0.000,0.94,28.0,89.2 ,-0.1
226.4583333,0,0,301,0.000,1.32,29.1,83.3 ,0
226.5,0,0,491,0.000,1.51,29.8,79.7 ,-0.1
226.5416667,0,0,642,0.000,1.86,30.7,76.2 ,0
226.5833333,0,0,643,0.000,2.05,31.1,75.0 ,-0.1
226.625,0,0,716,0.000,2.21,31.3,73.0 ,-0.1
226.6666667,0,0,577,0.000,1.94,31.5,73.4 ,-0.1
226.7083333,0,0,347,0.000,1.87,31.2,73.8 ,0
226.75,0.565888725,0,64,0.000,1.88,30.5,73.4 ,-0.1
226.7916667,0.523282206,0,18,0.000,1.57,29.3,77.9 ,0.1
226.8333333,0.565888725,0,1,0.000,1.32,28.1,82.5 ,0
226.875,0.523282206,0,0,0.000,1.10,27.2,86.5 ,0
226.9166667,0.565888725,0,0,0.000,1.09,26.9,87.7 ,0
226.9583333,0.565888725,0,0,0.000,1.16,26.7,88.5 ,0.1
227,0.565888725,0,0,0.000,0.95,26.6,88.9 ,0
227.0416667,0.565888725,0,0,0.000,1.48,26.7,88.8 ,0.1
227.0833333,0.565888725,0,0,0.000,1.31,26.7,88.3 ,0
227.125,0.523282206,0,0,0.000,1.15,26.6,88.8 ,0
227.1666667,0.523282206,0,0,0.000,1.50,26.8,87.2 ,0.1
227.2083333,0.523282206,0,0,0.000,1.84,27.1,84.7 ,0
227.25,0.523282206,0,1,0.000,1.90,27.0,84.5 ,0
227.2916667,0.523282206,0,51,0.000,2.09,27.1,83.8 ,0.1
227.3333333,0.523282206,0,118,0.000,2.08,27.5,82.6 ,0
227.375,0.523282206,0.000101543,284,0.000,2.41,28.2,81.8 ,0
227.4166667,0.523282206,0.000101543,548,0.000,2.59,29.1,80.3 ,0
227.4583333,0.482630463,0.000101543,704,0.000,2.36,30.1,77.6 ,0
227.5,0.482630463,0.000101543,803,0.000,2.58,30.8,75.3 ,-0.1
227.5416667,0.523282206,0.000101543,805,0.000,2.41,31.5,73.5 ,0
227.5833333,0.523282206,0.000101543,757,0.000,2.13,32.1,72.6 ,0
227.625,0.523282206,0.000101543,620,0.000,1.76,32.2,73.8 ,-0.1
227.6666667,0.482630463,0.000101543,461,0.000,1.46,31.8,75.4 ,0.1
227.7083333,0.482630463,0.000101543,374,0.000,1.88,32.0,74.4 ,0
227.75,0.407079419,0.000101543,94,0.000,1.60,31.2,75.9 ,0
227.7916667,0.372122673,0.000101543,35,0.000,1.70,30.2,78.3 ,0
227.8333333,0.407079419,0,2,0.000,1.53,28.6,84.3 ,0
227.875,0.407079419,0,0,0.000,1.45,27.7,87.1 ,0
227.9166667,0.407079419,0,0,0.000,1.48,27.8,86.0 ,0
227.9583333,0.443905671,0,0,0.000,1.56,27.9,85.1 ,0
228,0.443905671,0,0,0.000,1.99,28.0,84.3 ,0
228.0416667,0.407079419,0,0,0.000,1.66,27.7,84.3 ,0.1
228.0833333,0.407079419,0,0,0.000,0.92,26.6,87.5 ,0
228.125,0.443905671,0,0,0.000,1.05,26.2,88.8 ,0
228.1666667,0.407079419,0,0,0.000,1.74,26.5,88.3 ,0
228.2083333,0.407079419,0,0,0.000,1.75,26.3,88.8 ,0
228.25,0.407079419,0,1,0.000,1.34,26.0,89.9 ,0
228.2916667,0.407079419,0,66,0.000,0.99,26.3,90.0 ,0
228.3333333,0.407079419,0,244,0.000,1.35,28.0,86.6 ,0
228.375,0.523282206,0,435,0.000,1.72,29.2,80.8 ,0.1
228.4166667,0.523282206,0.000101543,599,0.000,1.87,30.2,77.9 ,0
228.4583333,0.482630463,0,716,0.000,2.09,31.1,74.9 ,-0.1
228.5,0.482630463,0,811,0.000,2.13,32.0,71.4 ,0
228.5416667,0.482630463,0,840,0.000,2.30,32.9,69.0 ,-0.2
228.5833333,0.339005737,0,584,0.000,2.04,32.8,68.7 ,0.2
228.625,0.443905671,0,701,0.000,2.33,33.4,66.6 ,0
228.6666667,0.482630463,0,575,0.000,2.18,33.6,64.2 ,-0.1
228.7083333,0.482630463,0,436,0.000,2.34,33.5,64.2 ,0
228.75,0.443905671,0,84,0.000,1.85,32.8,64.2 ,0
228.7916667,0.443905671,0,19,0.000,1.11,30.6,72.0 ,0
228.8333333,0.407079419,0,2,0.000,1.53,28.9,76.8 ,0
228.875,0.372122673,0,0,0.000,0.81,27.2,84.3 ,0
228.9166667,0.339005737,0,0,0.000,0.87,26.1,88.6 ,0
228.9583333,0.339005737,0,0,0.000,0.86,25.4,90.8 ,0
229,0.307698217,0,0,0.000,1.02,25.1,91.7 ,0
229.0416667,0.250386064,0,0,0.000,0.82,24.7,92.4 ,0
229.0833333,0.407079419,0,0,0.000,0.81,24.2,92.8 ,0
229.125,0.278168971,0,0,0.000,0.81,24.3,92.6 ,0
229.1666667,0.224316711,0,0,0.000,0.77,23.8,94.0 ,0
229.2083333,0.156048097,0,0,0.000,0.73,23.2,94.1 ,0
229.25,0.156048097,0,2,0.000,0.67,22.8,94.3 ,-0.1
229.2916667,0.443905671,0,92,0.000,0.86,23.2,96.9 ,0
229.3333333,0.443905671,0,263,0.000,1.08,25.5,92.6 ,0.1
229.375,0.443905671,0,457,0.000,1.10,28.3,83.0 ,0
229.4166667,0.443905671,0,639,0.000,1.68,30.3,73.8 ,0
229.4583333,0.339005737,0,766,0.000,1.74,31.3,70.1 ,0
229.5,0.339005737,0,869,0.000,1.79,32.3,66.6 ,0
229.5416667,0.307698217,0,871,0.000,2.25,32.6,65.5 ,-0.1
229.5833333,0.339005737,0,833,0.000,2.32,32.9,65.4 ,0
229.625,0.307698217,0,665,0.000,2.23,33.2,65.7 ,-0.1
229.6666667,0.307698217,0,557,0.000,2.26,33.1,66.7 ,0
229.7083333,0.278168971,0,409,0.000,2.24,32.8,67.3 ,-0.1
229.75,0.250386064,0,93,0.000,2.24,31.9,68.8 ,0
229.7916667,0.224316711,0,24,0.000,1.72,30.5,73.6 ,0
229.8333333,0.224316711,0,1,0.000,0.99,28.7,81.6 ,0
229.875,0.17718292,0,0,0.000,0.92,27.4,86.5 ,0
229.9166667,0.278168971,0,0,0.000,0.96,26.7,88.7 ,0
229.9583333,0.278168971,0,0,0.000,0.87,26.1,90.6 ,0
230,0.278168971,0,0,0.000,0.89,25.4,92.0 ,0
230.0416667,0.278168971,0,0,0.000,0.84,24.9,92.9 ,0
230.0833333,0.278168971,0,0,0.000,0.86,24.6,93.0 ,0
230.125,0.278168971,0,0,0.000,0.76,24.2,94.2 ,0
230.1666667,0.250386064,0,0,0.000,0.74,23.8,94.3 ,-0.1
230.2083333,0.278168971,0,0,0.000,0.86,23.8,95.5 ,0
230.25,0.278168971,0,0,0.000,0.74,23.6,96.6 ,0.1
230.2916667,0.278168971,0,23,0.000,0.98,23.4,97.3 ,0
230.3333333,0.278168971,0,151,0.000,1.04,23.4,99.1 ,0
230.375,0.250386064,0,436,0.000,1.27,26.3,95.2 ,0
230.4166667,1.78040211,0,620,0.000,1.35,28.7,83.1 ,0
230.4583333,1.867261809,0,760,0.000,1.47,30.3,74.9 ,0.5
230.5,1.695966395,0,852,0.000,1.43,31.5,68.6 ,0.1
230.5416667,1.613934093,0,880,0.000,1.42,32.5,65.1 ,0.2
230.5833333,1.695966395,0,853,0.000,1.52,33.5,59.6 ,0.1
230.625,1.695966395,0,758,0.000,1.51,34.2,57.7 ,0.2
230.6666667,1.78040211,0,584,0.000,1.63,34.1,59.8 ,0.1
230.7083333,1.613934093,0,376,0.000,1.85,33.6,62.0 ,0.2
230.75,1.534284402,0,104,0.000,1.64,32.5,61.8 ,0.2
230.7916667,1.613934093,0,30,0.000,1.37,30.5,66.6 ,0.2
230.8333333,1.534284402,0,1,0.000,0.95,28.0,80.0 ,0.2
230.875,1.534284402,0.018205417,0,0.000,0.90,26.5,86.8 ,0.1
230.9166667,1.534284402,0.086847586,0,0.000,0.88,25.8,89.5 ,0.2
230.9583333,1.534284402,0.224316711,0,0.000,0.84,25.3,91.1 ,0.2
231,1.613934093,0.482630463,0,0.000,0.86,24.9,92.2 ,0.1
231.0416667,1.695966395,0.482630463,0,0.000,0.86,24.6,93.0 ,0.1
231.0833333,1.695966395,0.756400174,0,0.000,0.78,24.3,92.9 ,0.2
231.125,1.613934093,1.105224745,0,0.000,0.76,24.0,94.1 ,0
231.1666667,1.382048443,1.239087133,0,0.000,0.76,23.6,94.4 ,0.1
231.2083333,1.382048443,1.239087133,0,0.000,0.72,23.4,94.7 ,0
231.25,1.171029737,1.382048443,1,0.000,0.67,23.1,95.2 ,0
231.2916667,1.171029737,1.309419334,56,0.000,0.80,23.3,96.4 ,-0.1
231.3333333,1.105224745,1.309419334,228,0.000,1.14,25.2,96.7 ,0
231.375,1.105224745,1.239087133,424,0.000,1.21,27.9,88.7 ,0
231.4166667,1.105224745,1.239087133,609,0.000,1.20,30.4,77.4 ,0
231.4583333,1.105224745,1.171029737,763,0.000,1.23,32.2,70.7 ,0
231.5,1.0416507,1.105224745,855,0.000,1.56,32.7,67.6 ,-0.1
231.5416667,1.105224745,1.04164945,882,0.000,1.57,32.9,63.9 ,0
231.5833333,1.0416507,0.980280821,836,0.000,1.65,33.7,60.7 ,0
231.625,1.105224745,0.921095488,724,0.000,1.42,34.5,59.8 ,0.1
231.6666667,1.0416507,0.921095488,524,0.000,1.88,34.2,62.1 ,0
231.7083333,1.105224745,0.921095488,360,0.000,1.77,33.5,63.4 ,0
231.75,1.105224745,0.921095488,107,0.000,1.81,32.3,65.1 ,0
231.7916667,1.0416507,0.980280821,28,0.000,1.40,30.6,71.8 ,0
231.8333333,1.0416507,1.04164945,1,0.000,1.13,28.6,81.1 ,0.1
231.875,1.0416507,1.105224745,0,0.000,1.00,27.0,87.7 ,0
231.9166667,1.105224745,1.105224745,0,0.000,0.95,26.1,90.1 ,0
231.9583333,1.105224745,1.171029737,0,0.000,0.91,25.6,91.2 ,0
232,0.980280821,1.171029737,0,0.000,0.85,25.1,92.1 ,0
232.0416667,1.105224745,1.239087133,0,0.000,0.83,24.6,93.0 ,0
232.0833333,1.171029737,1.239087133,0,0.000,0.82,24.2,92.8 ,0
232.125,1.309419334,1.239087133,0,0.000,0.76,23.8,93.9 ,0
232.1666667,1.309419334,1.239087133,0,0.000,0.75,23.5,94.2 ,0
232.2083333,1.382048443,1.239087133,0,0.000,0.68,23.1,94.6 ,0
232.25,1.309419334,1.309419334,1,0.000,0.73,22.7,94.7 ,0
232.2916667,1.309419334,1.309419334,27,0.000,0.90,22.8,96.4 ,0
232.3333333,1.0416507,1.309419334,189,0.000,0.96,23.8,99.1 ,0
232.375,0.86406861,1.239087133,432,0.000,1.27,26.9,91.4 ,-0.1
232.4166667,0.980280821,1.105224745,617,0.000,1.24,29.8,78.2 ,0
232.4583333,0,0.921095488,762,0.000,1.29,31.7,69.3 ,-0.1
232.5,0,0.657074634,853,0.000,1.47,32.5,64.5 ,-0.2
232.5416667,0,0.443905671,879,0.000,1.60,33.4,61.6 ,-0.1
232.5833333,0,0.307698217,840,0.000,1.94,33.5,61.4 ,-0.1
232.625,0,0.156048097,737,0.000,2.02,33.8,61.5 ,-0.1
232.6666667,0,0.086847586,533,0.000,1.95,34.1,60.6 ,-0.1
232.7083333,0,0.049905276,399,0.000,1.71,33.9,60.9 ,0
232.75,0,0.018205417,96,0.000,1.86,32.7,64.9 ,-0.2
232.7916667,0,0.013055782,22,0.000,1.54,31.0,70.1 ,0
232.8333333,0,0.005644961,1,0.000,1.06,28.7,80.2 ,0
232.875,0,0.003235803,0,0.000,1.04,27.0,86.5 ,-0.1
232.9166667,0,0.001578469,0,0.000,0.96,26.0,89.3 ,0
232.9583333,0,0.000573605,0,0.000,0.90,25.4,90.4 ,-0.1
233,0,0.000573605,0,0.000,0.85,24.9,91.3 ,0
233.0416667,0,0.000101543,0,0.000,0.83,24.3,92.2 ,-0.1
233.0833333,0,0.000573605,0,0.000,0.80,23.8,92.5 ,0
233.125,0,0.000573605,0,0.000,0.79,23.4,93.7 ,-0.1
233.1666667,0,0.000573605,0,0.000,0.71,23.0,93.9 ,0
233.2083333,0,0.000101543,0,0.000,0.68,22.7,94.3 ,-0.1
233.25,0,0.000101543,1,0.000,0.67,22.3,94.7 ,0
233.2916667,0,0,65,0.000,0.86,22.6,96.3 ,0
233.3333333,0,0,246,0.000,1.05,24.9,94.0 ,-0.1
233.375,0,0,443,0.000,1.24,27.2,84.8 ,0
233.4166667,0,0,622,0.000,1.10,30.3,72.8 ,0
233.4583333,0,0,764,0.000,1.20,32.2,64.4 ,-0.1
233.5,0,0,861,0.000,1.55,32.9,59.9 ,-0.1
233.5416667,0,0,889,0.000,1.64,33.5,58.8 ,0
233.5833333,0,0,847,0.000,1.86,34.0,55.9 ,-0.1
233.625,0,0,750,0.000,1.59,35.1,50.8 ,-0.1
233.6666667,0,0,582,0.000,1.98,34.6,57.7 ,0
233.7083333,0,0,396,0.000,2.15,33.4,61.2 ,-0.1
233.75,0,0,96,0.000,2.16,32.0,64.5 ,0
233.7916667,0,0,25,0.000,1.38,30.3,68.5 ,-0.1
233.8333333,0,0,1,0.000,1.04,28.3,76.6 ,0
233.875,0,0,0,0.000,1.02,27.0,81.9 ,-0.1
233.9166667,0,0,0,0.000,0.91,25.9,87.2 ,0
233.9583333,0,0,0,0.000,0.92,25.2,89.7 ,-0.1
234,0,0,0,0.000,0.86,24.7,90.8 ,0
234.0416667,0,0,0,0.000,0.84,24.3,92.1 ,0
234.0833333,0,0,0,0.000,0.83,24.0,92.0 ,-0.1
234.125,0,0,0,0.000,0.79,23.7,93.3 ,0
234.1666667,0,0,0,0.000,0.76,23.4,93.7 ,-0.1
234.2083333,0,0,0,0.000,0.70,23.1,93.9 ,0
234.25,0,0,0,0.000,0.69,22.9,94.3 ,-0.1
234.2916667,0,0,34,0.000,0.87,23.2,95.0 ,0
234.3333333,0,0,118,0.000,0.92,24.3,95.1 ,0
234.375,0,0,358,0.000,1.30,26.1,92.5 ,-0.1
234.4166667,0,0,524,0.000,1.29,27.9,80.5 ,0
234.4583333,0,0,623,0.000,1.56,29.1,75.7 ,-0.1
234.5,0,0,353,0.000,1.33,29.1,74.4 ,0
234.5416667,0,0,652,0.000,1.52,30.2,72.4 ,0
234.5833333,0,0,727,0.000,1.40,31.5,68.4 ,-0.1
234.625,0,0,627,0.000,1.66,31.6,67.0 ,-0.1
234.6666667,0,0,512,0.000,1.66,32.0,65.4 ,0
234.7083333,0,0,333,0.000,1.42,32.6,62.8 ,-0.1
234.75,0,0,100,0.000,1.54,31.4,66.9 ,0
234.7916667,0,0,22,0.000,1.37,28.9,74.2 ,-0.1
234.8333333,0,0,0,0.000,1.07,27.1,79.8 ,0
234.875,0,0,0,0.000,1.03,25.8,84.2 ,-0.1
234.9166667,0,0,0,0.000,1.27,25.3,86.3 ,0
234.9583333,0,0,0,0.000,0.93,24.8,89.0 ,0
235,0,0,0,0.000,1.04,25.0,90.1 ,-0.1
235.0416667,0,0,0,0.000,0.92,25.3,90.0 ,0
235.0833333,0,0,0,0.000,0.86,25.4,88.3 ,-0.1
235.125,0,0,0,0.000,0.87,25.3,88.5 ,0
235.1666667,0,0,0,0.000,0.95,25.1,89.5 ,0
235.2083333,0,0,0,0.000,0.82,24.8,90.4 ,-0.1
235.25,0,0,1,0.000,0.87,24.5,91.5 ,0
235.2916667,0,0,30,0.000,0.94,24.7,91.6 ,-0.1
235.3333333,3.867515338,0,121,0.000,0.96,25.2,90.5 ,0
235.375,3.867515338,0,283,0.000,1.82,26.2,86.2 ,1.7
235.4166667,3.867515338,0,342,0.000,1.45,27.2,79.8 ,0.2
235.4583333,3.867515338,0,401,0.000,1.19,28.2,76.1 ,0.1
235.5,3.867515338,0,386,0.000,2.03,27.9,75.3 ,0.3
235.5416667,3.867515338,0,331,0.000,1.39,28.3,73.0 ,0.3
235.5833333,0.031719426,0.001578469,423,0.000,1.73,28.7,72.3 ,0.1
235.625,0.031719426,0.001578469,444,0.000,1.46,29.6,69.5 ,0
235.6666667,0.031719426,0.001578469,379,0.000,1.38,29.7,68.7 ,0
235.7083333,0.049905276,0.000573605,196,0.000,1.35,29.6,68.5 ,0
235.75,0.031719426,0.000573605,80,0.000,1.49,28.5,70.9 ,-0.1
235.7916667,0.031719426,0.000573605,22,0.000,1.16,27.1,77.4 ,0
235.8333333,0.024406441,0.000101543,1,0.000,0.99,26.0,81.3 ,0
235.875,0.024406441,0.000101543,0,0.000,1.02,25.5,81.6 ,0
235.9166667,0.018205417,0.000101543,0,0.000,0.92,24.4,87.2 ,0
235.9583333,0.018205417,0.000101543,0,0.000,0.84,23.8,89.2 ,-0.1
236,0.018205417,0.000101543,0,0.000,0.86,23.5,90.7 ,0
236.0416667,0.024406441,0.000101543,0,0.000,0.91,23.5,91.6 ,0
236.0833333,0.024406441,0.000101543,0,0.000,0.77,23.5,91.3 ,0
236.125,0.024406441,0.000101543,0,0.000,0.79,23.2,92.5 ,0
236.1666667,0.024406441,0.000101543,0,0.000,0.78,22.9,93.4 ,0
236.2083333,0.013055782,0.000101543,0,0.000,0.76,22.6,93.5 ,-0.1
236.25,0.018205417,0.000101543,0,0.000,0.76,22.5,93.9 ,0
236.2916667,0.018205417,0.000101543,21,0.000,0.77,22.8,94.5 ,0
236.3333333,0.013055782,0.000101543,84,0.000,0.95,23.5,94.3 ,0
236.375,0.013055782,0.000573605,341,0.000,1.01,25.9,89.5 ,0
236.4166667,0.013055782,0.000573605,398,0.000,1.09,28.0,78.9 ,0
236.4583333,0.018205417,0.000101543,532,0.000,1.44,28.5,76.9 ,-0.1
236.5,0.013055782,0.000101543,811,0.000,1.82,29.9,72.7 ,0
236.5416667,0.013055782,0.000101543,620,0.000,2.02,29.7,69.0 ,-0.1
236.5833333,0.008892475,0.000101543,709,0.000,1.88,30.8,64.6 ,0
236.625,0.008892475,0.000101543,599,0.000,1.86,31.2,64.4 ,0
236.6666667,0.013055782,0.000101543,511,0.000,2.11,30.9,65.7 ,-0.1
236.7083333,0.024406441,0.000101543,305,0.000,1.80,30.2,68.2 ,0
236.75,0.018205417,0,87,0.000,1.76,29.0,69.1 ,0
236.7916667,0.024406441,0,14,0.000,1.28,27.3,73.7 ,0
236.8333333,0.031719426,0,1,0.000,0.99,26.0,80.2 ,0
236.875,0.024406441,0,0,0.000,0.94,25.1,85.3 ,0
236.9166667,0.024406441,0,0,0.000,0.97,24.7,87.4 ,0
236.9583333,0.018205417,0,0,0.000,0.99,24.5,88.9 ,-0.1
237,0.024406441,0,0,0.000,0.93,24.1,90.2 ,0
237.0416667,0.018205417,0,0,0.000,0.93,24.0,90.7 ,0
237.0833333,0.024406441,0,0,0.000,0.87,23.5,91.1 ,0
237.125,0.024406441,0,0,0.000,0.79,23.1,92.4 ,0
237.1666667,0.018205417,0,0,0.000,0.78,22.8,93.3 ,0
237.2083333,0.018205417,0,0,0.000,0.74,22.6,93.6 ,-0.1
237.25,0.024406441,0,0,0.000,0.74,22.5,94.0 ,0
237.2916667,0.049905276,0,31,0.000,0.82,22.8,94.8 ,0
237.3333333,0.018205417,0,162,0.000,1.10,23.9,95.0 ,0
237.375,0.018205417,0.000101543,387,0.000,1.14,26.7,87.3 ,0
237.4166667,0.372122673,0.000101543,585,0.000,1.63,28.1,79.4 ,0
237.4583333,0.339005737,0.000101543,731,0.000,1.69,29.4,71.6 ,0
237.5,0.339005737,0,818,0.000,1.96,30.6,64.2 ,0
237.5416667,0.372122673,0,749,0.000,2.00,30.8,66.3 ,0
237.5833333,0.372122673,0,481,0.000,1.98,30.5,66.4 ,0
237.625,0.372122673,0,623,0.000,1.53,31.7,64.6 ,0.1
237.6666667,0.372122673,0,552,0.000,1.97,32.4,64.3 ,0
237.7083333,0.372122673,0,347,0.000,1.88,31.7,66.9 ,0.1
237.75,0.407079419,0,93,0.000,1.40,30.3,69.4 ,0
237.7916667,0.339005737,0,23,0.000,1.41,28.6,74.3 ,0
237.8333333,0.339005737,0,0,0.000,1.03,26.7,81.8 ,0.1
237.875,0.339005737,0,0,0.000,0.96,25.5,86.8 ,0
237.9166667,0.372122673,0,0,0.000,0.91,24.7,89.5 ,0
237.9583333,0.372122673,0,0,0.000,0.94,24.2,91.3 ,0.1
238,0.372122673,0,0,0.000,0.94,23.7,92.1 ,0
238.0416667,0.372122673,0,0,0.000,0.90,23.4,93.1 ,0
238.0833333,0.372122673,0,0,0.000,0.83,23.0,92.8 ,0.1
238.125,0.372122673,0,0,0.000,0.81,22.7,93.7 ,0
238.1666667,0.372122673,0,0,0.000,0.69,22.5,94.0 ,0
238.2083333,0.372122673,0,0,0.000,0.73,22.2,94.4 ,0
238.25,0.339005737,0,1,0.000,0.68,22.1,94.3 ,0.1
238.2916667,0.339005737,0,46,0.000,0.84,22.4,95.5 ,0
238.3333333,0.339005737,0,210,0.000,1.11,24.3,94.2 ,0
238.375,0.372122673,0,395,0.000,1.30,26.8,86.1 ,0.1
238.4166667,0.339005737,0,585,0.000,1.36,29.9,77.0 ,0
238.4583333,0.372122673,0,724,0.000,1.87,30.6,73.3 ,0
238.5416667,0.372122673,0,588,0.000,1.75,32.6,63.6 ,0
238.5833333,0.372122673,0,721,0.000,1.72,32.7,62.3 ,0.1
238.625,0.372122673,0.000101543,687,0.000,1.50,33.1,59.5 ,0
238.6666667,0.372122673,0.000573605,572,0.000,1.72,33.4,57.6 ,0
238.7083333,0.307698217,0.000573605,385,0.000,1.67,33.5,57.2 ,0
238.75,0.278168971,0.000101543,89,0.000,1.58,32.8,59.2 ,0
238.7916667,0.049905276,0.000101543,17,0.000,1.18,29.9,70.2 ,0
238.8333333,0,0.000573605,0,0.000,1.09,27.3,79.9 ,0
238.875,0,0.000573605,0,0.000,1.15,26.2,84.7 ,0
238.9166667,0,0.000573605,0,0.000,1.31,26.2,85.0 ,-0.1
238.9583333,0,0.000573605,0,0.000,1.18,26.0,86.3 ,0
239,0,0.001578469,0,0.000,1.08,26.0,86.9 ,0
239.0416667,0,0.001578469,0,0.000,1.08,26.0,88.1 ,-0.1
239.0833333,0,0,0,0.000,1.00,25.9,88.2 ,0
239.125,0,0,0,0.000,0.98,25.5,89.8 ,-0.1
239.1666667,0,0,0,0.000,0.92,25.2,90.6 ,0
239.2083333,0,0,0,0.000,1.00,25.3,91.1 ,0
239.25,0,0.000101543,0,0.000,0.93,25.3,91.5 ,-0.1
239.2916667,0,0.000101543,55,0.000,1.04,25.3,92.4 ,0
239.3333333,0,0.000101543,118,0.000,1.09,27.0,88.9 ,0
239.375,0,0.000101543,186,0.000,1.43,28.4,84.7 ,-0.1
239.4166667,0,0.000573605,155,0.000,1.91,29.5,77.7 ,0
239.4583333,0,0.000101543,399,0.000,2.29,30.4,73.5 ,0
239.5,0,0,150,0.000,2.25,30.3,68.7 ,-0.1
239.5416667,0,0,218,0.000,2.68,30.5,65.9 ,-0.2
239.5833333,0,0,155,1.396,1.88,28.6,75.0 ,0.2
239.625,0,0,130,0.000,1.23,27.6,83.1 ,0
239.6666667,0,0,89,0.000,1.64,28.8,73.9 ,-0.1
239.7083333,0,0,53,0.000,1.72,28.4,74.9 ,0
239.75,0,0,9,1.702,2.05,26.6,81.7 ,0.2
239.7916667,0,0.000101543,3,2.379,1.78,25.0,89.8 ,0.6
239.8333333,0,0.001578469,0,1.919,1.10,25.2,91.7 ,0
239.875,0,0.018205417,0,1.191,2.59,26.5,87.4 ,-0.1
239.9166667,0,0.199927219,0,1.583,3.71,26.3,89.5 ,0
239.9583333,0.17718292,5.039394383,0,8.855,4.47,25.6,94.4 ,1.6
240.5,0,0.224316711,703,2.021,1.32,30.0,81.3 ,-0.1
240.5416667,0,0.17718292,649,0.068,1.52,30.1,80.0 ,-0.1
240.5833333,0,0.10192578,361,1.834,1.24,29.3,83.2 ,-0.1
240.625,0,0.10192578,108,1.379,0.85,28.0,88.9 ,0.1
240.6666667,0,0.10192578,161,2.089,0.75,27.4,92.8 ,0
240.7083333,0,0.086847586,97,3.281,0.88,27.3,91.3 ,0
240.75,0,0.086847586,32,2.719,0.78,27.0,90.9 ,0
240.7916667,0,0.073181235,6,3.791,0.76,26.4,92.0 ,0
240.8333333,0,0.040201175,0,3.060,0.77,26.0,92.7 ,-0.1
240.875,0,0.040201175,0,3.468,0.80,26.0,93.1 ,0.1
240.9166667,0,0.060882517,0,2.787,0.77,25.8,93.7 ,0
240.9583333,0,0.086847586,0,3.689,0.60,25.6,94.6 ,0.1
241,0,0.372122673,0,0.647,0.87,24.9,94.1 ,0.3
241.0416667,0,0.407079419,0,0.681,0.76,24.8,95.1 ,0
241.0833333,0,0.372122673,0,0.596,0.78,24.8,94.9 ,-0.1
241.125,0,0.278168971,0,0.494,0.73,24.8,95.9 ,-0.1
241.1666667,0,0.250386064,0,0.562,0.73,24.8,96.2 ,0
241.2083333,0,0.17718292,0,0.460,0.71,24.8,96.0 ,-0.1
241.25,0,0.156048097,0,0.443,0.61,24.9,96.3 ,0
241.2916667,0,0.136485904,9,0.477,0.52,24.9,96.5 ,-0.1
241.3333333,0,0.10192578,18,0.340,0.67,25.2,96.7 ,0
241.375,0,0.086847586,41,0.323,0.56,25.5,97.9 ,-0.1
241.4166667,0,0.073181235,75,0.357,0.66,25.7,98.1 ,0
241.4583333,0,0.060882517,199,0.323,0.60,26.3,98.5 ,0
241.5,0,0.049905276,159,0.477,1.16,26.6,93.7 ,0
241.5416667,0,0.040201175,191,0.374,1.07,26.2,93.5 ,0
241.5833333,0,0.031719426,266,0.391,0.76,26.5,95.4 ,-0.1
241.625,0,0.031719426,351,0.409,1.05,27.6,91.0 ,0
241.6666667,0,0.018205417,348,0.664,1.02,28.2,88.6 ,0
241.7083333,0,0.018205417,287,1.157,1.31,28.4,84.9 ,-0.1
241.75,0,0.008892475,89,0.902,1.21,28.1,83.3 ,0
241.7916667,0,0.005644961,26,0.562,1.55,27.1,86.3 ,-0.1
241.8333333,0,0.005644961,0,0.511,0.99,26.1,88.5 ,0
241.875,0,0.003235803,0,0.443,0.96,25.4,89.8 ,0
241.9166667,0,0.000573605,0,0.426,0.89,24.7,92.5 ,-0.1
241.9583333,0,0.000573605,0,0.681,0.84,24.2,94.0 ,0
242,0,0.000573605,0,0.681,0.78,24.3,94.4 ,0.1
242.0416667,0,0.000573605,0,0.953,0.67,24.5,95.1 ,0
242.0833333,0,0.000573605,0,0.851,0.53,24.6,94.7 ,-0.1
242.125,0,0.000573605,0,0.528,0.53,24.9,95.2 ,0
242.1666667,0,0.000101543,0,0.562,0.47,24.8,95.3 ,0
242.2083333,0,0.000101543,0,0.357,0.34,24.6,95.6 ,0
242.25,0,0.000101543,0,0.391,0.43,24.5,95.9 ,0
242.2916667,0,0.000101543,36,0.391,0.45,24.5,96.4 ,0
242.3333333,0,0.000101543,60,0.357,0.46,24.7,96.0 ,0.1
