DAT,WL_Flume (m3/hour),WL_Flume_OUT (m3/hour),Solar (W/m2),Precipitation (mm),AirTemp (DegC),RH (%),delta PD (mm)
246.8333333,0,0.003235803,0,0.051,24.5,92.3,0.4
246.875,0.073181235,1.171029737,0,0.034,24.1,93.9,0.9
246.9166667,0.060882517,2.761369442,0,0.051,24.4,93.3,0.5
246.9583333,0.073181235,6.217578862,0,0.051,24.1,95,1
247,0.049905276,6.397881422,0,0.034,24.1,96,0
247.0416667,0.024406441,6.767638914,0,0.034,24.1,96.2,0.6
247.0833333,0.001578469,6.581229524,0,0.051,24,95.9,-0.6
247.125,0.003235803,4.729262015,0,0.034,23.8,97.5,-0.6
247.1666667,0.001578469,2.651802085,0,0.017,24.5,88,-0.5
247.2083333,0.001578469,1.456996282,0,0.017,25.7,75.4,-0.4
247.25,0.000573605,0.864069729,0,0.017,25,74,-0.2
247.2916667,0.000101543,0.705707007,49,0.017,24.8,74.8,-0.2
247.3333333,0.000101543,0.523282206,142,0.017,24.9,76,-0.1
247.375,0.000101543,0.443905671,220,0.017,25.4,71.4,-0.1
247.4166667,0,0.307698217,443,0.034,26.3,69.6,-0.2
247.4583333,0,0.224316711,671,0.017,27,67.8,-0.1
247.5,8.585636579,0.136485904,642,0.017,27.4,65.3,-0.1
247.5416667,8.15952517,0.086847586,863,0.017,28.2,63.3,-0.1
247.5833333,7.746150231,0.073181235,724,0.017,29,58.5,-0.1
247.625,6.217578862,0.049905276,638,0.034,29.2,57.1,-0.1
247.6666667,6.217578862,0.031719426,463,0.017,29,58.4,0
247.7083333,6.040306007,0.024406441,347,0.017,28.6,55,-0.1
247.75,6.040306007,0.024406441,88,0.017,27.5,56.3,-0.1
247.7916667,6.040306007,0.018205417,15,0.017,26,58.9,0
247.8333333,6.040306007,0.018205417,0,0.017,24.6,62.2,-0.1
247.875,6.040306007,0.008892475,0,0.017,22.6,70.8,-0.1
247.9166667,6.040306007,0.005644961,0,0.017,22.1,72.5,0
247.9583333,5.86604693,0.005644961,0,0.017,20.8,79.6,-0.1
248,5.86604693,0.003235803,0,0,19.1,87.4,0
248.0416667,5.86604693,0.001578469,0,0.017,18.5,89.8,-0.1
248.0833333,5.86604693,0.001578469,0,0.017,17.8,91.3,0
248.125,5.86604693,0.001578469,0,0.017,17.5,92.7,-0.1
248.1666667,5.86604693,0.001578469,0,0.017,17,93.8,0
248.2083333,5.86604693,0.001578469,0,0,16.6,94.2,-0.1
248.25,5.86604693,0.000573605,0,0.017,16.3,94.4,0
248.2916667,5.694785615,0.000573605,44,0.017,16.4,95.6,0
248.3333333,5.694785615,0.000573605,185,0.017,18,98.7,-0.1
248.375,5.694785615,0.000573605,384,0.017,21.1,90.4,0
248.4166667,5.694785615,0.001578469,560,0.017,24.7,78.5,-0.1
248.4583333,5.694785615,0.000573605,697,0.017,26,71.5,0
248.5,5.526505952,0.000573605,796,0.017,26.9,69,-0.1
248.5416667,5.526505952,0.000101543,765,0.017,27.5,66.1,0
248.5833333,5.526505952,0.000101543,783,0.017,28,63.4,-0.1
248.625,5.526505952,0.000573605,681,0.017,28.5,62.2,-0.1
248.6666667,6.957125253,0.000101543,474,0.017,28.3,66.6,0
248.7083333,6.040306007,0.000101543,231,0.017,27.1,67.4,-0.1
248.75,7.345390977,0.000101543,79,0,26.3,69.9,0
248.7916667,7.345390977,0.000101543,13,0.017,24.5,77.9,0
248.8333333,7.149704112,0.000101543,0,0.017,22.7,85.4,-0.1
248.875,6.957125253,0,0,0,21.8,89,0
248.9166667,6.581229524,0,0,0.017,21.1,91,-0.1
248.9583333,6.397881422,0,0,0.017,20.5,92.2,0
249,6.040306007,0,0,0,19.9,92.7,0
249.0416667,6.767638914,0,0,0.017,19.5,93.2,-0.1
249.0833333,7.149704112,0,0,0.017,19.4,93.3,0
249.125,6.040306007,0,0,0,19.5,94.2,0
249.1666667,6.217578862,0,0,0.017,19.5,94.5,-0.1
249.2083333,6.040306007,0,0,0,19.5,94.8,0
249.25,6.040306007,0,0,0.017,19.5,95,-0.1
249.2916667,6.040306007,0,12,0.017,19.5,94.9,0
249.3333333,6.040306007,0,77,0,20.1,95.3,-0.1
249.375,6.040306007,0,77,0.017,21.1,91.6,0
249.4166667,6.040306007,0,93,0.017,21.7,90.5,0
249.4583333,6.767638914,0,58,0,21.7,90.6,0
249.5,7.345390977,0,88,0.017,21.6,93.1,0.1
249.5416667,7.544201246,0,165,0.017,21.8,92.2,0
249.5833333,7.746150231,0,117,0.017,21.8,91.6,-0.1
249.625,7.951253159,0,81,0,21.7,91.1,0.1
249.6666667,8.37098132,0,53,0.017,21,92.4,0.1
249.7083333,8.37098132,0,31,0.017,19.9,92.2,0
249.75,8.37098132,0,29,0.017,19.3,92.4,0
249.7916667,8.37098132,0,6,0,18.8,93,0
249.8333333,8.585636579,0,0,0.017,18.5,94.1,0
249.875,9.476545093,0,0,0.017,18.3,94.4,0
249.9166667,9.707417435,0,0,0.017,18.2,94.5,0.1
249.9583333,10.41981455,0,0,0,18.3,94.7,0
250,9.941576898,0,0,0.017,18.2,95.4,0.2
250.0416667,10.41981455,0,0,0.017,18.1,94.8,0.1
250.0833333,9.476545093,0,0,0.017,18.4,94.6,0
250.125,9.024603873,0,0,0.017,18.5,95.3,0
250.1666667,9.024603873,0,0,0.017,18.4,95.2,0
250.2083333,9.248945418,0,0,0.017,18.3,94.8,0
250.25,9.024603873,0,0,0.017,18.3,94.6,0
250.2916667,8.80350583,0,10,0.017,18.5,93.2,0
250.3333333,8.80350583,0,29,0,19.1,92.3,0
250.375,8.585636579,0,79,0.017,19.7,90.7,-0.1
250.4166667,8.37098132,0,155,0.017,20.6,90,0
250.4583333,8.37098132,0,183,0.017,21.6,88.3,0
250.5,8.80350583,0,137,0.017,22,86.4,0
250.5416667,8.585636579,0,117,0.017,21.9,86.2,0
250.5833333,8.37098132,0,93,0.017,22,85.6,0
250.625,8.585636579,0,67,0.017,21.7,87.7,0
250.6666667,8.585636579,0,63,0.017,21.5,89,0
250.7083333,9.024603873,0,27,0,21.6,88,0
250.75,9.024603873,0,16,0.017,21.5,88.8,0
250.7916667,9.941576898,0,2,0.017,21.3,90.3,0.2
250.8333333,9.248945418,0,0,0.017,21.4,88.9,-0.1
250.875,9.707417435,0,0,0.017,20.9,89.9,0.1
250.9166667,10.91137191,0,0,0,20.2,90.9,0.4
250.9583333,9.941576898,0,0,0.017,20.1,89.7,-0.1
251,10.41981455,0,0,0.017,20,89.7,0.2
251.0416667,10.91137191,0,0,0.017,19.7,91.3,0.3
251.0833333,11.41636138,0.001578469,0,0.017,19.7,92.8,0.5
251.125,11.16218066,0.060882517,0,0.017,20.1,93,0.2
251.1666667,11.67392789,0.250386064,0,0.017,20.4,92.7,0.4
251.2083333,11.67392789,0.809179451,0,0.017,20.6,93.4,0.4
251.25,15.33651386,2.440448814,0,0,20.8,93.6,0.5
251.2916667,13.29119072,2.873555587,1,0.017,21,92,0.1
251.3333333,13.85797583,3.867515338,15,0.017,21.1,93.4,0.2
251.375,13.01302449,2.544834826,65,0.017,22.2,88.2,-0.4
251.4166667,12.73832499,2.048334347,133,0.017,21.1,91.2,-0.2
251.4583333,11.93489392,1.382048443,246,0,19.6,88.8,-0.2
251.5,11.16218066,0.921095488,261,0.017,21.5,82.8,-0.1
251.5416667,10.41981455,0.705707007,332,0.017,22.6,76.3,-0.3
251.5833333,14.73447926,0.443905671,620,0.017,23.9,74.2,-0.1
251.625,14.73447926,0.307698217,476,0.017,23.6,76.2,-0.2
251.6666667,14.73447926,0.224316711,256,0.017,22.3,80.9,0
251.7083333,14.43878427,0.17718292,196,0,23.1,78.5,-0.1
251.75,14.14662071,0.136485904,37,0.017,23.3,75.5,-0.1
251.7916667,13.85797583,0.118458266,3,0.017,23.1,74.9,0
251.8333333,13.57283682,0.086847586,0,0.017,22.9,72.6,-0.1
251.875,13.01302449,0.060882517,0,0,22.7,72.5,-0.1
251.9166667,13.01302449,0.049905276,0,0.017,22.7,75.5,-0.1
251.9583333,12.46707898,0.040201175,0,0.017,22.7,76.7,0
252,11.93489392,0.024406441,0,0,22.7,77.9,0
252.0416667,9.248945418,0.024406441,0,0.017,22.5,79.1,-0.1
252.0833333,9.024603873,0.018205417,0,0.017,22.3,80.1,-0.1
252.125,8.80350583,0.013055782,0,0.017,22.3,81.7,0.1
252.1666667,8.15952517,0.008892475,0,0,22.3,82.3,-0.1
252.2083333,8.15952517,0.008892475,0,0,22.4,81.4,0
252.25,7.746150231,0.008892475,0,0,22.5,80.5,-0.1
252.2916667,17.55669338,0.005644961,26,0.017,22.6,80.5,0
252.3333333,16.58350797,0.005644961,146,0,23,81,0
252.375,16.58350797,0.005644961,305,0.017,23.7,80.2,0
252.4166667,15.64287839,0.005644961,493,0.017,24.8,78.7,-0.1
252.4583333,16.26636333,0.005644961,584,0,25.9,75.6,0
252.5,16.26636333,0.005644961,373,0.017,26.1,72.5,0
252.5416667,15.33651386,0.005644961,361,0.017,26.4,72.3,0
252.5833333,13.85797583,0.005644961,515,0.017,27.4,70.3,0
252.625,13.85797583,0.005644961,276,0,26.9,73.6,0.1
252.6666667,13.85797583,0.005644961,375,0.017,25.3,85.5,0.1
252.7083333,18.90546041,0.005644961,242,0.017,26.8,75.9,0.1
252.75,18.56275026,0.005644961,81,0.017,26.3,76.1,0
252.7916667,18.90546041,0.005644961,23,0,25.2,79.9,0
252.8333333,18.56275026,0.005644961,0,0.017,24,85.4,0.1
252.875,17.55669338,0.005644961,0,0.017,22.6,90,0
252.9166667,17.22866124,0.005644961,0,0,22.2,90.9,0
252.9583333,17.22866124,0.008892475,0,0.017,21.4,92.7,0
253,17.22866124,0.008892475,0,0,20.9,93.6,0
253.0416667,17.22866124,0.008892475,0,0.017,20.6,94.5,0.1
253.0833333,16.90427,0.008892475,0,0.017,20.6,93.9,0
253.125,16.90427,0.008892475,0,0,20.5,95.1,0
253.1666667,16.90427,0.008892475,0,0.017,20.5,95.2,0
253.2083333,16.58350797,0.013055782,0,0.017,20.4,95.8,0
253.25,16.58350797,0.013055782,0,0,20.4,96.1,0
253.2916667,16.58350797,0.024406441,1,0.017,20.5,96.1,0.1
253.3333333,16.26636333,2.048334347,4,0,18.9,98.7,1
253.375,16.26636333,1.456996282,50,0.017,18.9,97.5,-0.2
253.4166667,16.26636333,1.04164945,270,0.017,19.3,99.8,-0.1
253.4583333,15.95282416,0.705707007,485,0.017,20.6,99.8,-0.1
253.5,15.95282416,0.610477288,592,0.017,22.9,90.1,-0.1
253.5416667,15.95282416,0.443905671,618,0,25,69.9,-0.1
253.5833333,15.95282416,0.339005737,408,0.017,25.8,65.5,-0.1
253.625,15.95282416,0.307698217,280,0.017,25,72.8,-0.1
253.6666667,15.95282416,0.307698217,417,0.017,25.9,70.8,0
253.7083333,15.95282416,0.250386064,313,0,26.4,66.7,0
253.75,15.95282416,0.199927219,91,0.017,25.2,68.5,-0.1
253.7916667,15.95282416,0.156048097,11,0.017,23.4,77.5,0
253.8333333,15.95282416,0.136485904,0,0,21.9,85.9,0
253.875,15.95282416,0.118458266,0,0.017,22.1,86.7,0
253.9166667,15.64287839,0.10192578,0,0.017,21.3,90.1,0
253.9583333,15.64287839,0.10192578,0,0,20.9,91.7,0
254,15.33651386,0.073181235,0,0.017,20.8,92.6,-0.1
254.0416667,15.33651386,0.073181235,0,0.017,21,93.1,0
254.0833333,15.33651386,0.372122673,0,0,20.8,93.5,0.5
254.125,15.33651386,0.523282206,0,0.017,19.6,96,0
254.1666667,15.33651386,0.407079419,0,0.017,19.7,95.2,0
254.2083333,15.33651386,0.339005737,0,0,19.8,95.4,-0.1
254.25,15.03371828,0.278168971,0,0.017,19.7,95.6,0
254.2916667,15.03371828,0.250386064,23,0.017,19.4,96.3,-0.1
254.3333333,15.03371828,0.224316711,176,0,19.9,99.2,-0.1
254.375,15.03371828,0.199927219,212,0.017,21,98.1,0
254.4166667,15.03371828,0.17718292,446,0.017,21.9,95.8,0
254.4583333,15.03371828,0.156048097,615,0.017,23.4,88.1,-0.1
254.5,15.03371828,0.136485904,643,0,25.4,76.6,0
254.5416667,14.73447926,0.10192578,730,0.017,26.8,71.3,-0.1
254.5833333,14.73447926,0.073181235,681,0.017,27.5,63.2,0
254.625,14.73447926,0.049905276,441,0.017,27.7,62,-0.1
254.6666667,4.729262015,0.040201175,299,0.017,26.8,66.4,0
254.75,0,0.024406441,0,0.017,25.3,78.9,0
254.7916667,0,0.024406441,0,0.017,23.5,85.6,0
254.8333333,0.000101543,0.024406441,0,0.017,22.2,89.3,0
254.875,0.000101543,0.018205417,13,0,21.6,91.4,-0.1
254.9166667,0.000101543,0.018205417,91,0.017,21.6,92,0
254.9583333,0.000101543,0.013055782,214,0.017,21.3,92.7,0
255,0.001578469,0.013055782,198,0,20.9,93,0
255.0416667,0.001578469,0.013055782,156,0.017,20.5,93,0
255.0833333,0.000573605,0.013055782,244,0.017,20.3,92.7,0
255.125,0.000573605,0.013055782,305,0,20.2,92.9,-0.1
255.1666667,0.000573605,0.013055782,512,0.017,19.8,93.7,0
255.2083333,0.001578469,0.008892475,579,0.017,19.8,93.8,0
255.25,0.001578469,0.008892475,409,0,19.6,94.1,0
255.2916667,0.001578469,0.008892475,221,0.017,19.7,93.1,0
255.3333333,0.001578469,0.008892475,88,0.017,20,92.5,0
255.375,0.000573605,0.005644961,3,0,20.3,94,0
255.4166667,0.000573605,0.005644961,0,0.017,21,93,0
255.4583333,0.000573605,0.005644961,0,0.017,21.5,92.1,0
255.5,0.000573605,0.005644961,0,0,22,90,0
255.5416667,0.000573605,0.008892475,0,0.017,23.3,87.1,0
255.5833333,0.000573605,0.005644961,0,0.017,24.6,80.8,0
255.625,0.000573605,0.005644961,0,0.017,24.7,78.7,0
255.6666667,0.000573605,0.005644961,0,0,23.9,80.7,0
255.7083333,0.000573605,0.005644961,0,0.017,23.6,82,-0.1
255.75,0.000573605,0.073181235,0,0.017,22.7,86.7,0.5
255.7916667,0.000573605,0.086847586,0,0.017,21.7,92.6,0
255.8333333,0.000573605,0.10192578,0,0,21.5,93.2,0
255.875,0.000573605,0.10192578,12,0.017,21.1,93.8,0
255.9166667,0.000573605,0.10192578,82,0.017,20.9,94.1,0.1
255.9583333,0.000573605,0.136485904,195,0,20.8,94.6,0.1
256,0.000573605,0.136485904,240,0.017,20.5,94.5,0
256.0416667,0.000573605,0.17718292,0,0.017,2.01,100.85,0
256.0833333,0.000573605,0.17718292,0,0,1.57,100.81,0
256.125,0.000573605,0.156048097,0,0.017,2.27,100.78,0
256.1666667,0.003235803,0.136485904,0,0.017,2.27,100.77,-0.1
256.2083333,0.013055782,0.136485904,0,0,2.66,100.74,0
256.25,0.013055782,0.118458266,0,0.017,2.05,100.74,0
256.2916667,0.013055782,0.10192578,15,0.017,2.03,100.78,-0.1
256.3333333,0.013055782,0.086847586,170,0.017,2.01,100.82,0
256.375,0.005644961,0.073181235,234,0,2.01,100.82,0
256.4166667,0.008892475,0.073181235,260,0.017,2.08,100.84,0
256.4583333,0.024406441,0.060882517,445,0.017,4.23,100.8,-0.1
256.5,0.018205417,0.040201175,380,0.017,4.58,100.79,0
256.5416667,0,0.031719426,717,0.017,2.13,100.76,-0.1
256.5833333,0,0.031719426,493,0,3.01,100.75,0
256.625,0,0.024406441,267,0.017,1.56,100.77,0
256.6666667,0,0.018205417,173,0.017,1.66,100.77,-0.1
256.7083333,0,0.018205417,74,0.017,2.22,100.81,0
256.75,0,0.013055782,44,0,1.94,100.87,0
256.7916667,0,0.013055782,3,0.017,2.71,100.91,0
256.8333333,0.000573605,0.013055782,0,0,2.03,100.97,0
256.875,0.001578469,0.013055782,0,0.017,1.91,101.01,0
256.9166667,0.003235803,0.013055782,0,0.017,1.6,101.04,0
256.9583333,0.003235803,0.013055782,0,0,1.63,101.05,0
257,0.001578469,0.013055782,0,0.017,1.8,101.03,0
257.0416667,0.000573605,0.013055782,0,0,1.93,101.01,0
257.0833333,0.000573605,0.013055782,0,0.017,2.17,101.01,0
257.125,0.000101543,0.013055782,0,0.017,1.08,101.01,0
257.1666667,0,0.013055782,0,0,1.39,100.99,-0.1
257.2083333,0,0.013055782,0,0.017,1.16,101,0
257.25,0,0.013055782,0,0,1.47,101.01,0
257.2916667,0,0.013055782,3,0.017,1.34,101.05,0
257.3333333,0,0.013055782,46,0,1.19,101.07,0
257.375,0,0.013055782,124,0.017,1.89,101.1,0
257.4166667,0,0.013055782,234,0.017,2.15,101.12,0
257.4583333,0,0.013055782,231,0,2.8,101.12,0
257.5,0,0.013055782,264,0.017,4.11,101.09,0
257.5416667,0,0.013055782,261,0.017,2.66,101.05,-0.1
257.5833333,0,0.008892475,313,0,2.62,101,0
257.625,0,0.008892475,201,0.017,1.83,100.94,0
257.6666667,0,0.008892475,144,0,2.18,100.93,0
257.7083333,0,0.005644961,31,0.017,2.33,100.94,0
257.75,0,0.005644961,72,0.017,2.76,100.94,0
257.7916667,0,0.005644961,7,0,3.61,100.95,0
257.8333333,0,0.005644961,0,0.017,1.26,100.99,0
257.875,0,0.005644961,0,0,1.41,101.05,0
257.9166667,0,0.005644961,0,0.017,1.64,101.06,0
257.9583333,0,0.005644961,0,0,1.32,101.07,0
258,0,0.005644961,0,0.017,1.29,101.04,0
258.0416667,0,0.005644961,0,0,1.78,101.03,-0.1
258.0833333,0,0.005644961,0,0.017,1.12,101.02,0
258.125,0,0.005644961,0,0,1.03,100.99,0
258.1666667,0,0.005644961,0,0.017,1.3,100.96,0
258.2083333,0,0.008892475,0,0,1.24,100.96,0
258.25,0,0.005644961,0,0.017,1.06,100.97,0
258.2916667,0,0.005644961,22,0,1.3,101,0
258.3333333,0,0.005644961,186,0.017,1.6,101.02,0
258.375,0,0.005644961,343,0.017,2.9,101.02,-0.1
258.4166667,0,0.005644961,533,0,3,101.04,0
258.4583333,0,0.005644961,732,0.017,3.35,100.98,0
258.5,0,0.005644961,723,0,4.43,100.91,-0.1
258.5416667,0,0.003235803,814,0.017,4.14,100.87,0
258.5833333,0,0.001578469,401,0.017,4.66,100.83,0
258.625,0,0.001578469,462,0,5.41,100.78,-0.1
258.6666667,0,0.001578469,363,0.017,5.35,100.74,0
258.7083333,0,0.000573605,176,0,4.65,100.74,0
258.75,0,0.000573605,72,0.017,2.87,100.78,0
258.7916667,0,0.000573605,5,0,2.4,100.81,0
258.8333333,0,0.000101543,0,0.017,1.19,100.84,0
258.875,0,0.000101543,0,0,1.25,100.9,0
258.9166667,0,0.000101543,0,0,1.26,100.95,0
258.9583333,0,0.000101543,0,0.017,1.36,100.94,0
259,0,0.000101543,0,0,1.45,100.95,0
259.0416667,0,0.000101543,0,0.017,1.2,100.92,0
259.0833333,0,0.000101543,0,0,1.19,100.88,0
259.125,0,0.000101543,0,0.017,1.25,100.86,0
259.1666667,0,0.000101543,0,0,0.99,100.86,0
259.2083333,0,0,0,0.017,0.97,100.87,0
259.25,0,0,0,0,0.85,100.86,0
259.2916667,0,0,16,0.017,0.95,100.91,-0.1
259.3333333,0,0,184,0,1.73,100.92,0.1
259.375,0,0.000101543,351,0.017,1.86,100.91,-0.1
259.4166667,0,0.000101543,522,0,3.47,100.93,0
259.4583333,0,0.000101543,671,0.017,3.79,100.92,0
259.5,0,0.000101543,698,0,3.41,100.86,0
259.5416667,0,0.000101543,509,0.017,3.65,100.81,0
259.5833333,0,0.000101543,460,0,4.13,100.76,0
259.625,0,0.000101543,587,0.017,4.33,100.75,-0.1
259.6666667,0,0.000101543,307,0,4.28,100.72,0
259.7083333,0,0.000101543,225,0.017,3.36,100.71,0
259.75,0,0.000101543,60,0,4.03,100.72,0
259.7916667,0,0,8,0,2.65,100.73,0
259.8333333,0,0,0,0.017,1.7,100.74,0
259.875,0,0,0,0,1.41,100.78,0
259.9166667,0,0,0,0.017,1.98,100.81,-0.1
259.9583333,0,0,0,0,1.8,100.82,0
260,0,0,0,0.017,1.23,100.8,0
260.0416667,0,0,0,0,1.3,100.77,0
260.0833333,0,0,0,0,1.2,100.72,0
260.125,0,0,0,0.017,1.43,100.7,0
260.1666667,0,0,0,0,1.27,100.67,0
260.2083333,0,0,0,0.017,1.22,100.65,0.1
260.25,0,0,0,0,1.25,100.63,0.1
260.2916667,0,0,7,0.017,1.71,100.63,-0.1
260.3333333,0,0,47,0,1.27,100.63,0
260.375,0,0,102,0.017,1.41,100.64,0
260.4166667,0,0.000101543,74,0,2,100.64,0
260.4583333,0,0,53,0.017,2.4,100.62,0
260.5,0,0.000101543,115,0,1.62,100.58,0
260.5416667,0,0.000101543,115,0.017,1.7,100.52,0
260.5833333,0,0.000101543,157,0,1.82,100.45,0
260.625,0,0.000101543,129,0.017,2.45,100.42,-0.1
260.6666667,0,0.000101543,74,0,2.29,100.39,0
260.7083333,0,0.000101543,68,0.017,2.35,100.38,0
260.75,0,0.000101543,23,0,1.31,100.35,0
260.7916667,0,0.000101543,1,0.017,1.92,100.39,0
260.8333333,0,0.000101543,0,0,1.72,100.42,-0.1
260.875,0,0.000101543,0,0.017,1.34,100.51,0
260.9166667,0,0.000101543,0,0,1.31,100.53,0
260.9583333,0,0.000101543,0,0.017,1.2,100.51,0
261,0,0.000101543,0,0,0.89,100.48,0
261.0416667,0,0.000101543,0,0,1.34,100.44,0
261.0833333,0,0.000101543,0,0.017,1.44,100.44,0
261.125,0,0.000101543,0,0,1.25,100.46,0
261.1666667,0,0.000101543,0,0.017,1.67,100.48,0
261.2083333,0,0.000101543,0,0,1.5,100.48,0
261.25,0,0.000101543,0,0.017,1.03,100.51,0
261.2916667,0,0.000101543,6,0,1.43,100.54,0
261.3333333,0,0.000101543,20,0.017,1.3,100.63,-0.1
261.375,0,0.000101543,49,0,1.09,100.66,0.1
261.4166667,0,0.000101543,98,0.017,1.33,100.7,0
261.4583333,0,0.000101543,183,0,2.43,100.67,0
261.5,0,0.000101543,220,0.017,2.53,100.6,0
261.5416667,0,0.000101543,147,0,2.21,100.59,0.1
261.5833333,0,0.000101543,238,0.017,3.21,100.54,0
261.625,0,0.000101543,146,0,2.16,100.51,0
261.6666667,0,0.000101543,75,0.017,2.8,100.51,0
261.7083333,0,0.000101543,57,0,2.39,100.5,0
261.75,0,0.000101543,18,0.017,1.94,100.52,0.1
261.7916667,0,0.000101543,2,0,2.21,100.51,-0.1
261.8333333,0,0.000101543,0,0,2.23,100.55,0
261.875,0,0,0,0.017,1.76,100.6,0.1
261.9166667,0,0,0,0,1.16,100.61,0
261.9583333,0,0.000101543,0,0.017,2.18,100.64,0.1
262,0,0.000573605,0,0,2.15,100.62,0
262.0416667,0,0.000573605,0,0.017,1.12,100.62,0
262.0833333,0,0.000573605,0,0,1.7,100.63,0
262.125,0,0.000573605,0,0.017,1.16,100.64,0
262.1666667,0,0.000573605,0,0,1.09,100.64,0
262.2083333,0,0.000573605,0,0.017,0.95,100.68,0
262.25,0,0.000573605,0,0,2.06,100.79,0.1
262.2916667,0,0.000573605,8,0,2.07,100.81,0.1
262.3333333,0,0.000573605,45,0.017,2.15,100.82,0
262.375,0,0.000573605,127,0,1.83,100.87,-0.1
262.4166667,0,0.001578469,138,0.017,1.94,100.95,0.1
262.4583333,0,0.003235803,253,0,2.58,100.97,-0.1
262.5,0,0.003235803,234,0.017,1.85,100.94,0.1
262.5416667,0,0.003235803,475,0,5.05,100.88,0
262.5833333,0,0.003235803,460,0.017,5.39,100.83,-0.1
262.625,0,0.003235803,464,0,7.09,100.82,0.1
262.6666667,0,0.003235803,302,0.017,4.81,100.83,-0.1
262.7083333,0,0.003235803,135,0,4.02,100.83,0
262.75,0,0.003235803,69,0,2.34,100.87,0
262.7916667,0,0.001578469,10,0.017,2.55,100.92,0
262.8333333,0,0.001578469,0,0,1.25,100.97,0
262.875,0,0.001578469,0,0.017,1.36,101.06,-0.1
262.9166667,0,0.001578469,0,0,1.27,101.08,0
262.9583333,0,0.001578469,0,0,2.19,101.11,0
263,0,0.001578469,0,0.017,1.37,101.14,0
263.0416667,0,0.001578469,0,0,2.14,101.16,0
263.0833333,0,0.001578469,0,0,0.91,101.17,0
263.125,0,0.001578469,0,0.017,1.43,101.17,0
263.1666667,0,0.001578469,0,0,0.79,101.19,0
263.2083333,0.005644961,0.001578469,0,0,0.77,101.21,0
263.25,0.005644961,0.001578469,0,0,0.8,101.24,0
263.2916667,0.013055782,0.001578469,36,0.017,0.87,101.24,0
263.3333333,0.008892475,0.001578469,213,0,1.53,101.26,0
263.375,0.013055782,0.001578469,383,0,1.96,101.25,0.1
263.4166667,0.003235803,0.003235803,543,0.017,2.29,101.25,0
263.4583333,0.003235803,0.003235803,622,0,2.85,101.25,0
263.5,0.003235803,0.003235803,722,0.017,5.43,101.18,0
263.5416667,0.000573605,0.003235803,637,0,6.04,101.13,0
263.5833333,0,0.003235803,625,0,4.93,101.07,-0.1
263.625,0,0.003235803,369,0.017,5.1,101.05,0
263.6666667,0,0.003235803,336,0,4.31,101.02,0
263.7083333,0,0.003235803,168,0,3.42,101.02,0
263.75,0,0.001578469,92,0.017,3.27,101.04,0
263.7916667,0,0.001578469,6,0,1.25,101.06,0
263.8333333,0,0.001578469,0,0,1.58,101.07,0
263.875,0,0.001578469,0,0.017,1.49,101.11,0
263.9166667,0,0.001578469,0,0,1.23,101.13,0
263.9583333,0,0.001578469,0,0,1.25,101.15,0
264,0,0.001578469,0,0.017,1.32,101.17,-0.1
264.0416667,0,0.001578469,0,0,2.35,101.15,0
264.0833333,0,0.001578469,0,0,1.78,101.16,0
264.125,0,0.001578469,0,0.017,0.99,101.14,0
264.1666667,0,0.001578469,0,0,1.91,101.12,0
264.2083333,0,0.001578469,0,0,2.1,101.16,0
264.25,0,0.001578469,0,0,1.18,101.19,0
264.2916667,0,0.001578469,34,0.017,1.69,101.24,-0.1
264.3333333,0,0.001578469,210,0,1.66,101.23,0
264.375,0,0.001578469,385,0,3.16,101.24,0
264.4166667,0,0.003235803,561,0.017,2.22,101.25,0
264.4583333,0,0.001578469,695,0,2.69,101.27,0
264.5,0,0.001578469,768,0.017,3.03,101.22,0
264.5416667,0,0.003235803,786,0,3.02,101.14,0
264.5833333,0,0.003235803,742,0,4.42,101.09,0
264.625,0,0.003235803,442,0,3.9,101.06,-0.1
264.6666667,0,0.003235803,484,0.017,4.22,101.04,0
264.7083333,0,0.003235803,277,0,1.96,101.07,-0.1
264.75,0,0.001578469,62,0,2.12,101.09,0
264.7916667,0,0.001578469,5,0.017,1.59,101.11,0
264.8333333,0,0.001578469,0,0,1.09,101.17,0
264.875,0,0.001578469,0,0,0.99,101.22,0
264.9166667,0,0.001578469,0,0,0.92,101.24,0
264.9583333,0,0.001578469,0,0.017,0.93,101.31,0
265,0,0.001578469,0,0,0.94,101.33,-0.1
265.0416667,0,0.001578469,0,0,0.9,101.31,0
265.0833333,0,0.001578469,0,0,0.94,101.29,0
265.125,0,0.001578469,0,0.017,0.81,101.27,0
265.1666667,0,0.001578469,0,0,0.96,101.29,0
265.2083333,0,0.001578469,0,0,1.92,101.31,0
265.25,0,0.001578469,0,0,0.92,101.3,0
265.2916667,0,0.001578469,30,0.017,0.9,101.34,-0.1
265.3333333,0,0.001578469,196,0,1.74,101.36,0
265.375,0,0.001578469,354,0,1.81,101.38,0
265.4166667,0,0.003235803,500,0.017,2.19,101.41,0
265.4583333,0,0.003235803,615,0,4.02,101.4,-0.1
265.5,0,0.003235803,637,0,4.42,101.37,0
265.5416667,0,0.003235803,740,0.017,5.12,101.31,0
265.5833333,0,0.001578469,434,0,5.83,101.22,0
265.625,0,0.001578469,635,0,5.54,101.15,-0.1
265.6666667,0,0.001578469,475,0,6.62,101.14,0
265.7083333,0.000573605,0.000573605,287,0,5.07,101.11,0
265.75,0,0.000573605,71,0.017,3.41,101.17,0
